"","id","Linf","length_type","K","t0","sex","temp","Lm","omega","country","locality","questionable","captive","spp","genus","family","ScientificName","class","order","mean_tmax","med_tmax","max_tmax","mean_lmax","med_lmax","max_lmax"
"33",2,15.4,"SL",7.84,.,.,.,.,3.27,"Philippines","Sampaloc Lake, cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"34",2,21.3,"TL",0.52,-0.42,.,.,.,2.37,"Burkina Faso","Petit Balé reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"35",2,23.8,"SL",3.85,.,.,.,27.6,3.34,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"36",2,56.3,"SL",0.41,.,.,.,.,3.11,"Nigeria","Lake Kainji","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"37",2,16.9,"SL",7.65,.,.,.,.,3.34,"Thailand","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"38",2,17.3,"SL",12.65,.,"M",.,.,3.58,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"39",2,54.5,"TL",0.34,.,.,.,.,3,"Sri Lanka","Kaudulla reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"40",2,25.5,"TL",2.39,.,"M",.,19.3,3.19,"Peru","experimental ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"41",2,12.3,"SL",6.53,.,.,.,.,2.99,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"42",2,18.2,"TL",0.58,-0.25,.,.,.,2.28,"Burkina Faso","Ramitenga reservoir","Yes","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"43",2,29.4,"SL",0.59,.,.,.,.,2.71,"Egypt","Lake Mariout","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"44",2,11.4,"SL",6.42,.,.,.,.,2.92,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"45",2,12.7,"SL",12.35,.,.,.,27.6,3.3,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"46",2,23.7,"TL",0.29,-0.81,.,.,.,2.21,"Burkina Faso","Boulmigou reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"47",2,21.9,"SL",4.33,.,.,.,.,3.32,"Cameroon","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"48",2,61.3,"TL",0.35,.,.,.,.,3.12,"Kenya","Lake Victoria","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"49",2,17.6,"TL",0.46,-0.62,.,.,.,2.15,"Burkina Faso","Tanguiga reservoir","Yes","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"50",2,56.7,"TL",0.26,.,.,.,.,2.93,"Nigeria","Opa Reservoir, IleIfe","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"51",2,22.5,"SL",10.46,.,"M",.,.,3.72,"USA","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"52",2,17.4,"SL",10.63,.,.,.,27.6,3.51,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"53",2,46.2,"SL",0.55,.,.,.,.,3.07,"Egypt","Lake Nasser","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"54",2,54.5,"TL",0.43,.,.,.,.,3.11,"Sri Lanka","Minnerya reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"55",2,10.6,"TL",8.14,.,.,.,.,2.96,"Thailand","experimental ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"56",2,11.8,"SL",4.15,.,.,.,.,2.76,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"57",2,27.2,"SL",0.5,.,"F",.,.,2.57,"Madagascar","Lake Mantasoa","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"58",2,14.9,"SL",5.69,.,.,.,27.6,3.1,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"59",2,29.7,"TL",0.44,.,.,.,27,2.59,"Kenya","Lake Turkana","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"60",2,15.6,"SL",3,.,"F",.,.,2.86,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"61",2,23.9,"SL",1.88,.,.,.,.,3.03,"Cote d'Ivoire","cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"62",2,27.1,"SL",0.58,.,.,.,20.2,2.63,"Egypt","Lake Mariout","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"63",2,28.6,"SL",0.51,.,"M",.,.,2.62,"Madagascar","Lake Mantasoa","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"64",2,25.9,"SL",1.45,.,.,.,.,2.99,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"65",2,52.1,"SL",0.22,.,.,.,.,2.77,"Egypt","Lake Nasser","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"66",2,27.9,"",0.44,.,.,.,.,2.53,"Syria","Lake Beteha","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"67",2,36.8,"SL",0.28,.,.,.,.,2.58,"Chad","Lake Tchad","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"68",2,22.5,"SL",2.98,.,"F",.,.,3.18,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"69",2,15.6,"SL",10.74,.,.,.,27.6,3.42,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"70",2,21.5,"SL",2.27,.,.,.,.,3.02,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"71",2,29.9,"SL",2.08,.,"M",.,.,3.27,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"72",2,29.4,"SL",0.29,.,.,0.49,20.2,2.41,"Egypt","Lake Manzalla","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"73",2,13.3,"SL",7.09,.,.,.,.,3.1,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"74",2,22.4,"SL",2.92,.,.,.,.,3.17,"Philippines","cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"75",2,16.6,"SL",10.94,.,.,.,.,3.48,"Thailand","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"76",2,57.2,"SL",0.14,.,"F",.,.,2.65,"Madagascar","Lake Itasy","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"77",2,35.7,"TL",0.5,.,.,.,22,2.8,"Ethiopia","Bahir Dar Gulf, Lake Tana","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"78",2,20.8,"SL",6.58,.,"M",.,.,3.45,"USA","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"79",2,24.9,"SL",1.57,.,"F",.,.,2.99,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"80",2,24.8,"TL",4.82,.,.,.,28.1,3.47,"Israel","Dor (experimental ponds)","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"81",2,15.8,"TL",0.75,-0.2,.,.,.,2.27,"Burkina Faso","Sourou reservoir","Yes","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"82",2,18.6,"SL",4.22,.,.,.,.,3.16,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"83",2,15.1,"SL",7.31,.,"M",.,.,3.22,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"84",2,15.7,"SL",7.16,.,.,.,.,3.25,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"85",2,18.9,"SL",10.67,.,"M",.,.,3.58,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"86",2,15.8,"SL",7.11,.,.,.,.,3.25,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"87",2,19.3,"SL",4.74,.,.,.,.,3.25,"Cote d'Ivoire","Lake Kossou, cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"88",2,35.5,"TL",0.48,.,.,.,28,2.78,"Cote d'Ivoire","Lake Ayamé I (Bia Basin) (3° - 3°5' W ; 5°30'' - 6° N)","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"89",2,34.4,"SL",0.45,.,.,.,20.2,2.73,"Egypt","Lake Mariout","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"90",2,36.9,"SL",0.55,-0.12,"F",.,.,2.87,"Egypt","High Dam Lake","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"91",2,35.7,"TL",0.5,.,"M",.,.,2.81,"Israel","Lake Tiberias","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"92",2,13.7,"SL",9.71,.,.,.,.,3.26,"Thailand","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"93",2,33.3,"TL",0.54,.,"F",.,.,2.78,"Israel","Lake Tiberias","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"94",2,13.2,"SL",6.54,.,.,.,.,3.06,"Philippines","Sampaloc Lake, cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"95",2,20.6,"SL",5.41,.,.,.,27.6,3.36,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"96",2,32.6,"SL",0.36,.,.,.,20.5,2.58,"Egypt","Noussa Hydrodome","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"97",2,19.1,"SL",6.6,.,"M",.,.,3.38,"Cote d'Ivoire","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"98",2,19,"SL",4.79,.,"F",.,.,3.24,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"99",2,18.9,"SL",2.95,.,.,.,.,3.02,"Sierra Leone","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"100",2,26.2,"TL",0.7,-0.09,.,.,.,2.68,"Burkina Faso","Kokologho reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"101",2,33.4,"SL",0.23,.,"M",.,.,2.41,"Madagascar","Lake Alaotra","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"102",2,16.3,"SL",9.35,.,.,.,27.6,3.4,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"103",2,30.8,"TL",2.38,.,.,.,.,3.35,"Philippines","experimental ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"104",2,34.7,"SL",0.28,.,"F",.,.,2.52,"Madagascar","Lake Itasy","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"105",2,18.3,"SL",5.88,.,.,.,.,3.29,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"106",2,15.3,"SL",10.38,.,.,.,27.6,3.39,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes",.,.,.,.,.,.
"107",3,26,"SL",0.68,.,"M",.,.,2.67,"South Africa","Doorndrai Dam, Transvaal, 28°46'E 24°17'S","No","No","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes",.,.,.,.,.,.
"108",3,28.2,"SL",0.63,.,.,.,.,2.7,"South Africa","De Hoop Vlei Dam, Cape Prov. 20°25'E 34°28'S","No","No","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes",.,.,.,.,.,.
"109",3,14.5,"SL",13.22,.,.,.,27.6,3.44,"Philippines","ponds","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes",.,.,.,.,.,.
"110",3,24.5,"SL",0.39,.,.,.,.,2.36,"South Africa","Njelele Dam, Transvaal, 30°07'E 22°44'S","No","No","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes",.,.,.,.,.,.
"111",3,21.7,"SL",0.24,.,"F",.,25.8,2.05,"South Africa","Lake Sibaya","No","No","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes",.,.,.,.,.,.
"112",3,21.6,"SL",0.36,.,"M",.,25.8,2.22,"South Africa","Lake Sibaya","No","No","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes",.,.,.,.,.,.
"113",3,27,"SL",0.42,.,"M",.,.,2.48,"South Africa","Luphephe-Nwanedzi Dam, Venda","No","No","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes",.,.,.,.,.,.
"114",3,12.2,"TL",7.03,.,.,.,30.8,3.02,"Thailand","experimental ponds","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes",.,.,.,.,.,.
