"","id","X","Linf","length_type","K","t0","sex","temp","Lm","X.1","omega","country","locality","questionable","captive","spp","genus","family","ScientificName","class","order"
"35",2,6035,17.3,"SL",3,NA,"M",NA,NA,NA,2.95,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"36",2,6036,17.3,"SL",12.65,NA,"M",NA,NA,NA,3.58,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"37",2,6037,17.4,"SL",10.63,NA,"",NA,27.6,NA,3.51,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"38",2,6038,17.6,"TL",0.46,-0.62,"",NA,NA,NA,2.15,"Burkina Faso","Tanguiga reservoir","Yes","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"39",2,6039,18.2,"TL",0.58,-0.25,"",NA,NA,NA,2.28,"Burkina Faso","Ramitenga reservoir","Yes","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"40",2,6040,18.3,"SL",5.88,NA,"",NA,NA,NA,3.29,"Thailand","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"41",2,6041,18.6,"SL",4.22,NA,"",NA,NA,NA,3.16,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"42",2,6042,18.9,"SL",10.67,NA,"M",NA,NA,NA,3.58,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"43",2,6043,18.9,"SL",2.95,NA,"",NA,NA,NA,3.02,"Sierra Leone","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"44",2,6044,19,"SL",4.79,NA,"F",NA,NA,NA,3.24,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"45",2,6045,19.1,"SL",6.6,NA,"M",NA,NA,NA,3.38,"Cote d'Ivoire","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"46",2,6046,19.3,"SL",4.74,NA,"",NA,NA,NA,3.25,"Cote d'Ivoire","Lake Kossou, cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"47",2,6047,20.6,"SL",5.41,NA,"",NA,27.6,NA,3.36,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"48",2,6048,20.8,"SL",6.58,NA,"M",NA,NA,NA,3.45,"USA","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"49",2,6049,21.3,"TL",0.52,-0.42,"",NA,NA,NA,2.37,"Burkina Faso","Petit Balé reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"50",2,6050,21.5,"SL",2.27,NA,"",NA,NA,NA,3.02,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"51",2,6051,21.9,"SL",4.33,NA,"",NA,NA,NA,3.32,"Cameroon","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"52",2,6052,22.2,"SL",4.27,NA,"M",NA,NA,NA,3.32,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"53",2,6053,22.3,"SL",0.88,NA,"",NA,NA,NA,2.64,"Burkina Faso","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"54",2,6054,22.4,"SL",2.92,NA,"",NA,NA,NA,3.17,"Philippines","cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"55",2,6055,22.5,"SL",2.98,NA,"F",NA,NA,NA,3.18,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"56",2,6056,22.5,"SL",10.46,NA,"M",NA,NA,NA,3.72,"USA","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"57",2,6057,22.8,"SL",4.18,NA,"M",NA,NA,NA,3.34,"USA","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"58",2,6058,22.8,"SL",8.03,NA,"M",NA,NA,NA,3.62,"USA","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"59",2,6059,22.8,"SL",0.44,NA,"F",NA,NA,NA,2.36,"Madagascar","Lake Alaotra","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"60",2,6060,23.1,"SL",2.54,NA,"M",NA,NA,NA,3.13,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"61",2,6061,23.3,"SL",5.42,NA,"M",NA,NA,NA,3.47,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"62",2,6062,23.4,"SL",3.69,NA,"M",NA,NA,NA,3.31,"Cote d'Ivoire","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"63",2,6063,23.5,"TL",1.38,NA,"",NA,20.6,NA,2.88,"Zambia","experimental ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"64",2,6064,23.6,"SL",6.88,NA,"",NA,27.6,NA,3.58,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"65",2,6065,23.7,"TL",0.29,-0.81,"",NA,NA,NA,2.21,"Burkina Faso","Boulmigou reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"66",2,6066,23.8,"SL",3.85,NA,"",NA,27.6,NA,3.34,"Philippines","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"67",2,6067,23.9,"SL",1.88,NA,"",NA,NA,NA,3.03,"Cote d'Ivoire","cages","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"68",2,6068,24.8,"TL",4.82,NA,"",NA,28.1,NA,3.47,"Israel","Dor (experimental ponds)","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"69",2,6069,24.9,"SL",1.57,NA,"F",NA,NA,NA,2.99,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"70",2,6070,25.5,"TL",2.39,NA,"M",NA,19.3,NA,3.19,"Peru","experimental ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"71",2,6071,25.9,"SL",1.45,NA,"",NA,NA,NA,2.99,"Central Afr. Rp","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"72",2,6072,26.2,"TL",0.7,-0.09,"",NA,NA,NA,2.68,"Burkina Faso","Kokologho reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"73",2,6073,27.1,"SL",0.58,NA,"",NA,20.2,NA,2.63,"Egypt","Lake Mariout","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"74",2,6074,27.2,"SL",0.5,NA,"F",NA,NA,NA,2.57,"Madagascar","Lake Mantasoa","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"75",2,6075,27.9,"",0.44,NA,"",NA,NA,NA,2.53,"Syria","Lake Beteha","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"76",2,6076,28.6,"SL",0.51,NA,"M",NA,NA,NA,2.62,"Madagascar","Lake Mantasoa","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"77",2,6077,29.4,"SL",0.29,NA,"",0.49,20.2,13,2.41,"Egypt","Lake Manzalla","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"78",2,6078,29.4,"SL",0.59,NA,"",NA,NA,NA,2.71,"Egypt","Lake Mariout","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"79",2,6079,29.7,"TL",0.44,NA,"",NA,27,NA,2.59,"Kenya","Lake Turkana","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"80",2,6080,29.9,"SL",2.08,NA,"M",NA,NA,NA,3.27,"Belgium","tanks","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"81",2,6081,30.8,"TL",2.38,NA,"",NA,NA,NA,3.35,"Philippines","experimental ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"82",2,6082,32.6,"SL",0.36,NA,"",NA,20.5,20,2.58,"Egypt","Noussa Hydrodome","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"83",2,6083,33.3,"TL",0.54,NA,"F",NA,NA,NA,2.78,"Israel","Lake Tiberias","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"84",2,6084,33.4,"SL",0.23,NA,"M",NA,NA,NA,2.41,"Madagascar","Lake Alaotra","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"85",2,6085,34.4,"SL",0.45,NA,"",NA,20.2,NA,2.73,"Egypt","Lake Mariout","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"86",2,6086,34.7,"SL",0.28,NA,"F",NA,NA,NA,2.52,"Madagascar","Lake Itasy","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"87",2,6087,35.5,"TL",0.48,NA,"",NA,28,NA,2.78,"Cote d'Ivoire","Lake Ayamé I (Bia Basin) (3° - 3°5' W ; 5°30'' - 6° N)","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"88",2,6088,35.7,"TL",0.5,NA,"M",NA,NA,NA,2.81,"Israel","Lake Tiberias","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"89",2,6089,35.7,"TL",0.5,NA,"",NA,22,NA,2.8,"Ethiopia","Bahir Dar Gulf, Lake Tana","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"90",2,6090,36.8,"SL",0.28,NA,"",NA,NA,NA,2.58,"Chad","Lake Tchad","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"91",2,6091,36.9,"SL",0.55,-0.12,"F",NA,NA,NA,2.87,"Egypt","High Dam Lake","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"92",2,6092,39,"SL",0.5,NA,"",NA,NA,28,2.88,"Uganda","Lake Albert","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"93",2,6093,39.1,"TL",0.2,-0.76,"",NA,NA,NA,2.49,"Burkina Faso","Tapoa reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"94",2,6094,40.8,"SL",0.72,NA,"F",NA,NA,NA,3.08,"Belgium","ponds","No","Yes","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"95",2,6095,42.8,"SL",0.38,-0.36,"M",NA,NA,NA,2.85,"Egypt","High Dam Lake","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"96",2,6096,46.2,"SL",0.55,NA,"",NA,NA,NA,3.07,"Egypt","Lake Nasser","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"97",2,6097,52,"TL",0.3,NA,"",NA,NA,NA,2.91,"Nigeria","Lake Kainji","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"98",2,6098,52.1,"SL",0.22,NA,"",NA,NA,NA,2.77,"Egypt","Lake Nasser","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"99",2,6099,54.5,"TL",0.34,NA,"",NA,NA,NA,3,"Sri Lanka","Kaudulla reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"100",2,6100,54.5,"TL",0.43,NA,"",NA,NA,NA,3.11,"Sri Lanka","Minnerya reservoir","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"101",2,6101,55.6,"TL",0.39,NA,"",NA,27,NA,3.08,"Bangladesh","Kaptai Lake","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"102",2,6102,56.3,"SL",0.41,NA,"",NA,NA,NA,3.11,"Nigeria","Lake Kainji","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"103",2,6103,56.7,"TL",0.26,NA,"",NA,NA,NA,2.93,"Nigeria","Opa Reservoir, IleIfe","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"104",2,6104,57.2,"SL",0.14,NA,"F",NA,NA,NA,2.65,"Madagascar","Lake Itasy","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"105",2,6105,61.3,"TL",0.35,NA,"",NA,NA,NA,3.12,"Kenya","Nyanza Gulf, Lake Victoria","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"106",2,6106,61.3,"TL",0.35,NA,"",NA,NA,NA,3.12,"Kenya","Lake Victoria","No","No","Oreochromis_niloticus_niloticus","Oreochromis","Cichlidae","Oreochromis niloticus niloticus","Actinopterygii","Perciformes"
"107",3,5956,10.6,"SL",8.36,NA,"",NA,NA,NA,2.97,"Thailand","tanks","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
"108",3,5957,10.7,"SL",7.19,NA,"",NA,NA,NA,2.92,"Thailand","tanks","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
"109",3,5958,12.2,"TL",7.03,NA,"",NA,30.8,NA,3.02,"Thailand","experimental ponds","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
"110",3,5959,12.6,"SL",8.56,NA,"",NA,NA,NA,3.13,"Philippines","ponds","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
"111",3,5960,12.7,"SL",4.27,NA,"",NA,NA,NA,2.84,"Zambia","tanks","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
"112",3,5961,12.8,"SL",7.8,NA,"",NA,NA,NA,3.11,"El Salvador","ponds","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
"113",3,5962,13.1,"SL",6.31,NA,"",NA,NA,NA,3.03,"USA","ponds","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
"114",3,5963,13.6,"SL",19.98,NA,"",NA,27.6,NA,3.57,"Philippines","ponds","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
"115",3,5964,14.1,"SL",10.74,NA,"",NA,NA,NA,3.33,"El Salvador","ponds","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
"116",3,5965,14.3,"SL",10.13,NA,"",NA,NA,NA,3.32,"El Salvador","ponds","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
"117",3,5966,14.5,"SL",5.55,NA,"",NA,NA,NA,3.07,"USA","ponds","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
"118",3,5967,14.5,"SL",6.53,NA,"",NA,NA,NA,3.14,"USA","ponds","No","Yes","Oreochromis_mossambicus","Oreochromis","Cichlidae","Oreochromis mossambicus","Actinopterygii","Perciformes"
